date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:48:18	93140/93140	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/feature/feature-thumb-04.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/feature/feature-thumb-04.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
09:48:20	8724/8724	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/award-shape.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/award-shape.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
09:48:25	31144/31144	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/blog/blog-thumb-05.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/blog/blog-thumb-05.webp	(from http://n1.hitechdonkey.com/articles.php)
09:48:28	969662/969662	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2019:36:55%20GMT	http://n1.hitechdonkey.com/assets/images/about/22.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/22.webp	(from http://n1.hitechdonkey.com/it-emerging-tech-enablement.php)
09:48:31	120419/120419	---MCZ	200	added ('OK')	text/html	date:Thu,%2016%20Apr%202026%2004:18:32%20GMT	http://n1.hitechdonkey.com/case-study-details.php	C:/xampp/htdocs/n1/n1.hitechdonkey.com/case-study-details.html	(from http://n1.hitechdonkey.com/case-study.php)
09:48:32	236/236	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/squre-shape-03.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/squre-shape-03.webp	(from http://n1.hitechdonkey.com/contact.php)
09:48:32	40190/40190	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/blog/blog-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/blog/blog-thumb-06.webp	(from http://n1.hitechdonkey.com/articles.php)
09:48:36	27464/27464	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/about-shape-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/about-shape-01.webp	(from http://n1.hitechdonkey.com/contact.php)
09:48:37	3586/3586	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:38:00%20GMT	http://n1.hitechdonkey.com/assets/images/user/client-group.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/user/client-group.webp	(from http://n1.hitechdonkey.com/contact.php)
09:48:42	592388/592388	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2009:29:54%20GMT	http://n1.hitechdonkey.com/assets/images/about/11.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/11.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
09:48:42	1066/1066	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/half-house-shape.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/half-house-shape.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:48:43	3844/3844	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/shape/group-triangle-shape.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/shape/group-triangle-shape.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:48:51	42086/42086	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/about/about-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/about-thumb-06.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:48:56	25656/25656	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/work/working-thumb-04.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/work/working-thumb-04.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:49:09	80172/80172	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/images/contact/contact-thumb-09.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/contact/contact-thumb-09.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:49:24	89124/89124	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/images/contact/contact-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/contact/contact-thumb-06.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:49:37	77994/77994	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:56%20GMT	http://n1.hitechdonkey.com/assets/images/contact/contact-thumb-02.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/contact/contact-thumb-02.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:49:43	34314/34314	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/why-choose/why-choose-thumb-06.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/why-choose/why-choose-thumb-06.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:49:47	25808/25808	---M--	200	added ('OK')	image/webp	date:Fri,%2010%20Apr%202026%2003:37:58%20GMT	http://n1.hitechdonkey.com/assets/images/work/working-thumb-01.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/work/working-thumb-01.webp	(from http://n1.hitechdonkey.com/solutions.php)
09:49:54	725516/725516	---M--	200	added ('OK')	image/webp	date:Mon,%2013%20Apr%202026%2019:34:01%20GMT	http://n1.hitechdonkey.com/assets/images/about/20.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/20.webp	(from http://n1.hitechdonkey.com/why-choose-us.php)
09:49:58	657560/657560	---M--	200	added ('OK')	image/webp	date:Tue,%2014%20Apr%202026%2009:30:30%20GMT	http://n1.hitechdonkey.com/assets/images/about/39.webp	C:/xampp/htdocs/n1/n1.hitechdonkey.com/assets/images/about/39.webp	(from http://n1.hitechdonkey.com/contact.php)
